lsoa,names,unemployment_rate,work_popu_rate,population_density,couple_household_with_dependent_children,couple_household_without_dependent_children,lone_parent_household,one_person_household,other_multi_person_household,ethnic_white,ethnic_mixed_multiple,ethnic_asian_asian_british,ethnic_black,ethnic_other,ethnic_bame,country_of_birthc_uk,country_of_birthc_nuk,religionc_christian,religionc_buddhist,religionc_hindu,religionc_jewish,religionc_muslim,religionc_sikh,religionc_other_religion,religionc_no_religion,religionc_religion_not_stated,tenurec_owned_outright,tenurec_owned_with_a_mortgage_or_loan,tenurtc_social_rented,tenurec_private_rented,dwelling_typec_household_spaces_with_at_least_one_usual_resident,dwelling_typec_household_spaces_with_no_usual_residents,dwelling_type_detached,dwelling_type_semi_detached,dwelling_type_terraced,dwelling_type_flat,house_prices,no_qualifications,level1_qualifications,level2_qualifications,apprenticeship,level3_qualifications,level4_qualifications_and_above,other_qualifications,over_18_students,health_activities_limited,health_activities_limited_a_little,health_activities_not_limited,good_health,fair_health,bad_health,nocars,1car,2cars,3cars,4+_cars,cars_per_household,transport_accessibility,household_income
E01004106,Sutton 022D,2.40,63.90,81.40,28.00,48.50,5.20,8.40,10.00,85.00,1.50,11.00,2.10,0.40,15.00,85.20,14.80,66.10,0.80,3.40,0.10,2.90,0.40,0.40,19.10,6.90,51.10,45.00,0.20,3.30,99.20,0.80,76.00,20.90,2.50,0.60,665000.00,10.00,9.80,18.20,3.30,10.60,45.80,2.30,4.80,3.70,6.80,89.50,89.30,8.50,2.20,3.30,31.00,43.70,15.90,6.10,1.90,1.80,61463
E01004154,Sutton 022E,3.00,62.38,34.10,25.30,39.60,5.20,23.20,6.80,83.10,3.40,9.70,2.30,1.50,16.90,81.20,18.80,61.40,0.80,3.60,0.80,2.00,0.10,0.80,22.00,8.40,46.30,38.70,2.90,11.80,97.70,2.30,36.10,36.60,2.30,25.10,390000.00,10.90,8.40,13.20,2.20,13.20,47.10,4.90,3.40,4.90,8.00,87.10,88.40,9.20,2.40,10.70,45.10,34.40,5.30,4.50,1.50,2.20,51642
E01004084,Sutton 024A,4.60,64.09,50.80,22.60,45.80,5.40,14.70,11.50,72.00,2.60,20.30,4.00,1.00,28.00,80.00,20.00,60.10,0.80,12.20,0.40,4.20,0.00,0.10,15.90,6.20,50.40,43.80,0.60,4.40,98.40,1.60,73.60,20.70,3.70,1.80,478500.00,15.50,10.40,18.00,2.50,11.10,37.10,5.50,4.20,5.70,7.60,86.70,87.10,10.10,2.70,4.80,34.10,39.70,14.90,6.50,1.90,1.80,50894
E01004085,Sutton 024B,4.60,64.76,80.90,22.90,39.50,7.60,21.10,8.90,69.60,2.50,20.30,7.10,0.40,30.40,80.70,19.30,60.20,0.50,9.80,0.50,4.50,0.40,1.00,14.60,8.50,44.30,46.40,1.40,7.70,98.60,1.40,50.50,35.30,6.80,7.30,437475.00,13.40,12.50,16.40,2.60,12.00,39.10,3.90,4.10,6.00,7.60,86.30,85.50,10.70,3.90,6.50,35.90,39.50,14.30,3.80,1.80,1.30,46859
E01004108,Sutton 024C,3.30,59.98,458.20,30.60,31.60,9.20,19.50,9.10,80.00,2.70,12.10,4.00,1.20,20.00,85.20,14.80,60.00,0.90,5.30,0.00,4.30,0.90,0.20,20.90,7.60,34.80,50.40,5.70,7.90,98.70,1.30,32.70,31.70,26.50,7.60,245500.00,19.70,14.10,16.40,3.60,11.60,31.30,3.20,3.20,7.80,7.80,84.40,85.10,11.30,3.60,8.90,39.70,37.10,11.10,3.20,1.60,1.00,40817
E01004109,Sutton 024D,5.70,65.48,66.50,23.40,31.70,15.20,24.60,5.20,83.00,3.50,5.20,7.30,1.00,17.00,87.20,12.80,61.70,0.00,2.20,0.30,2.40,0.10,0.10,24.60,8.60,26.00,39.80,25.50,7.40,99.20,0.80,3.90,54.10,6.40,35.50,189000.00,21.90,14.90,18.00,3.20,12.80,25.00,4.20,3.70,7.80,9.30,82.90,79.60,15.20,5.20,19.10,43.30,26.30,8.30,3.00,1.40,1.90,30590
E01004093,Sutton 025A,3.50,61.63,40.30,25.10,38.80,6.20,23.20,6.70,73.80,2.20,19.70,2.40,1.80,26.20,75.40,24.60,55.00,1.10,7.40,0.50,5.60,0.00,0.10,22.50,7.90,37.60,44.00,2.30,14.70,96.80,3.20,40.10,20.90,19.10,19.90,395000.00,10.70,9.90,14.80,2.00,11.00,46.10,5.40,2.80,4.90,5.80,89.20,87.70,10.00,2.30,12.40,42.80,34.10,7.90,2.80,1.50,1.90,53119
E01004094,Sutton 025B,2.60,65.65,27.80,24.60,25.90,8.20,35.40,5.90,83.20,3.30,9.50,2.40,1.60,16.80,80.80,19.20,57.60,0.20,2.30,0.60,3.90,0.20,0.60,26.80,7.70,30.70,41.60,3.30,21.70,95.00,5.00,9.50,17.20,29.20,44.10,261000.00,14.10,11.50,16.00,2.90,11.50,37.90,6.20,4.00,4.10,7.30,88.70,87.70,9.90,2.40,19.70,53.90,20.90,4.70,0.90,1.10,2.70,40790
E01004095,Sutton 025C,4.10,66.71,29.00,20.30,39.70,5.00,28.80,6.10,79.20,3.30,14.40,2.10,1.10,20.80,81.40,18.60,56.70,0.20,6.00,0.60,4.70,0.30,0.30,23.20,8.00,41.70,39.20,0.60,16.70,98.10,1.90,35.10,9.70,24.30,30.90,262000.00,10.00,10.90,14.30,2.30,10.40,47.20,5.00,2.50,4.80,7.20,88.00,87.30,10.70,2.00,8.80,50.40,31.30,6.50,3.00,1.50,1.70,51584
E01004114,Sutton 025D,2.60,56.89,154.40,26.70,44.90,5.00,14.50,8.90,76.80,2.20,17.10,2.20,1.70,23.20,79.60,20.40,64.40,0.20,6.20,1.00,5.30,0.40,0.50,14.30,7.70,53.90,39.80,0.70,4.50,97.40,2.60,94.90,1.60,1.80,1.50,882500.00,15.40,10.80,12.40,3.20,10.00,44.10,4.10,2.90,7.70,7.20,85.10,86.20,10.50,3.30,4.40,23.00,43.40,16.60,12.60,2.10,0.70,62085
E01032623,Sutton 025E,3.30,55.29,82.20,27.30,45.40,3.20,14.90,9.20,71.60,3.50,20.90,2.00,2.00,28.40,76.90,23.10,59.70,0.80,10.60,0.40,6.40,0.60,0.60,13.60,7.30,56.50,37.60,0.50,4.80,97.80,2.20,88.80,6.30,1.60,3.20,657500.00,13.30,7.90,14.50,1.90,9.40,46.70,6.30,3.60,8.30,7.10,84.70,84.40,11.40,4.20,5.30,27.50,46.80,13.70,6.60,1.90,1.60,62479
E01004349,Waltham Forest 001A,8.50,61.22,63.70,18.80,27.80,20.10,23.90,9.30,76.10,5.40,6.30,10.80,1.50,23.90,84.30,15.70,58.00,0.40,1.40,0.80,11.20,0.00,0.70,19.20,8.30,28.20,30.70,32.50,6.60,98.40,1.60,4.00,62.10,17.40,16.50,240000.00,29.90,15.60,16.40,2.70,12.00,17.40,6.00,5.20,6.60,10.20,83.20,80.90,14.00,5.10,23.60,47.30,20.70,6.60,1.80,1.20,2.00,28795
E01004350,Waltham Forest 001B,7.20,49.00,31.50,12.60,19.00,9.50,52.90,6.00,82.30,3.70,5.20,7.20,1.60,17.70,83.30,16.70,64.10,0.30,0.90,0.40,6.60,0.00,0.50,18.50,8.60,27.00,22.70,35.30,12.00,97.80,2.20,1.90,31.70,6.80,59.40,247500.00,34.90,13.40,14.30,2.90,8.70,19.20,6.50,3.10,14.70,13.10,72.20,70.30,21.20,8.40,44.00,37.20,14.80,2.80,1.20,0.80,2.00,27733
E01004351,Waltham Forest 001C,4.50,60.90,43.60,21.60,33.60,11.80,26.80,6.20,85.70,4.10,3.00,5.20,2.00,14.30,88.00,12.00,65.80,0.40,0.40,0.90,3.60,0.20,0.30,20.10,8.20,44.70,40.30,7.60,6.40,97.60,2.40,5.40,38.40,44.90,11.20,250000.00,24.30,15.20,15.70,3.80,11.50,24.50,4.90,3.70,8.30,10.40,81.30,79.80,14.70,5.50,16.70,46.00,26.50,8.10,2.60,1.30,2.30,42233
E01004356,Waltham Forest 001D,8.90,63.19,47.20,21.00,30.20,17.50,21.00,10.30,74.40,4.40,9.40,9.00,2.90,25.60,81.80,18.20,58.80,0.40,1.60,0.80,11.20,0.00,0.10,19.10,8.00,30.50,38.10,19.70,10.20,99.70,0.30,4.70,65.20,18.80,11.30,291000.00,28.00,17.10,15.80,3.20,11.50,17.90,6.50,5.60,7.90,10.40,81.80,79.20,14.80,6.00,19.20,42.00,30.20,6.80,1.90,1.30,1.90,33040
E01004357,Waltham Forest 001E,7.60,61.05,33.20,21.80,34.70,10.50,23.00,10.10,71.60,3.50,9.80,12.70,2.40,28.40,77.10,22.90,57.90,0.60,1.50,1.00,12.30,0.40,0.20,17.90,8.20,42.20,36.40,12.50,7.50,99.00,1.00,7.90,65.20,13.40,13.40,299998.00,27.60,14.00,16.50,3.30,9.60,22.60,6.50,3.80,7.20,10.00,82.80,80.10,14.50,5.30,17.60,42.20,30.10,7.70,2.40,1.40,2.50,39979
E01004352,Waltham Forest 002A,4.50,62.81,147.10,17.60,32.30,5.70,36.50,7.90,90.10,2.80,2.90,2.90,1.40,9.90,88.80,11.30,66.70,0.30,0.30,1.20,3.50,0.10,0.40,21.20,6.20,40.70,34.60,4.60,18.60,97.70,2.30,11.30,33.20,11.40,44.10,325000.00,18.10,11.20,14.60,2.30,11.20,38.10,4.50,3.70,8.90,8.30,82.80,83.20,11.40,5.50,19.80,46.70,23.60,6.60,3.20,1.30,3.60,54289
E01004353,Waltham Forest 002B,6.50,63.51,56.40,16.20,34.30,10.20,33.80,5.50,89.80,2.90,3.80,2.20,1.30,10.20,89.60,10.40,62.70,0.40,0.60,1.20,4.80,0.00,0.70,22.40,7.30,44.60,32.60,8.60,13.00,97.90,2.10,10.80,47.60,10.60,31.00,312500.00,21.30,15.60,16.40,2.80,10.90,28.30,4.90,3.50,8.00,10.20,81.80,80.80,14.70,4.50,18.80,47.50,26.70,5.00,2.00,1.20,2.90,46236
E01004354,Waltham Forest 002C,5.10,65.27,30.50,19.50,29.20,12.00,31.50,7.70,85.60,5.40,4.20,4.10,0.70,14.40,86.90,13.10,62.40,0.50,1.10,0.80,4.00,0.10,0.50,24.20,6.50,32.60,38.50,4.50,24.00,97.30,2.70,3.60,26.50,41.40,28.30,250000.00,18.50,14.90,15.20,3.00,12.30,31.30,4.80,3.40,6.10,7.40,86.60,84.80,11.30,3.80,24.40,49.70,20.70,4.30,0.90,1.10,3.70,44144
E01004358,Waltham Forest 002D,7.00,64.48,24.80,14.60,22.70,11.80,44.30,6.60,82.40,4.70,5.10,6.30,1.50,17.60,83.80,16.20,63.40,0.40,1.00,1.30,6.00,0.70,0.40,19.70,7.00,29.70,34.30,20.60,13.60,96.80,3.20,6.10,27.50,10.00,56.30,190750.00,22.80,12.50,14.50,2.50,12.10,29.30,6.30,3.80,8.00,10.10,81.90,80.80,14.00,5.20,33.50,40.70,17.10,6.60,2.00,1.00,2.90,38826
E01004359,Waltham Forest 002E,6.40,66.77,22.60,28.20,31.60,8.90,23.30,8.00,81.80,4.10,6.60,6.40,1.10,18.20,85.20,14.80,63.10,0.20,0.50,0.80,7.10,0.20,0.20,19.20,8.80,35.90,41.50,13.60,7.50,98.40,1.60,2.90,47.60,37.40,12.10,325000.00,18.90,16.10,15.60,3.90,13.20,27.50,4.90,4.70,5.40,8.50,86.10,84.70,11.80,3.50,20.50,40.20,27.40,10.00,2.00,1.30,3.10,44818
E01004384,Waltham Forest 003A,11.00,61.88,27.30,20.10,18.10,21.30,32.20,8.20,67.40,5.90,9.10,14.60,3.00,32.60,80.30,19.70,57.80,0.30,2.40,0.20,11.40,0.30,0.20,19.30,8.30,20.30,31.10,35.00,12.50,98.90,1.10,2.40,31.40,37.60,28.60,213000.00,32.80,16.40,15.80,2.40,8.50,16.40,7.80,4.00,13.10,8.70,78.20,75.80,13.30,10.90,32.40,46.50,17.60,3.30,0.30,0.90,2.60,27985
E01004385,Waltham Forest 003B,10.30,61.85,48.60,14.90,23.20,15.40,41.20,5.20,71.70,6.40,7.50,11.60,2.80,28.30,80.60,19.40,58.10,0.10,2.50,1.30,8.70,1.10,0.40,22.10,5.60,23.70,24.80,39.10,10.00,96.90,3.10,3.10,22.70,17.30,56.90,228750.00,25.60,14.10,13.70,1.70,12.30,26.20,6.40,4.90,9.50,10.20,80.30,78.10,15.80,6.10,37.20,42.80,15.80,2.30,1.80,0.90,2.30,29519
E01004386,Waltham Forest 003C,2.50,64.00,37.60,22.30,41.10,8.30,22.10,6.20,84.30,4.00,5.40,4.80,1.60,15.70,86.90,13.10,63.60,0.30,1.70,2.00,5.20,0.20,0.20,19.00,7.70,47.70,43.10,2.50,5.50,97.90,2.10,9.10,69.10,14.60,7.20,335000.00,18.30,17.20,16.20,4.10,10.40,28.80,5.10,4.00,5.80,10.20,84.00,83.40,13.00,3.60,13.20,43.30,31.30,9.00,3.10,1.50,2.50,48420
E01004389,Waltham Forest 003D,8.20,61.87,42.50,16.40,23.50,17.60,36.30,6.20,79.50,3.80,7.30,7.30,2.20,20.50,84.10,15.90,59.00,0.30,1.50,0.40,9.90,0.20,0.10,22.70,6.00,24.80,32.20,30.60,11.50,99.30,0.70,2.80,39.20,31.20,26.70,234000.00,34.80,13.80,15.20,3.30,9.90,17.80,5.20,4.00,10.80,10.60,78.50,76.10,16.20,7.60,30.30,46.90,16.90,5.10,0.80,1.00,2.40,28292
E01004390,Waltham Forest 003E,8.30,62.53,32.40,18.10,23.30,19.30,31.60,7.70,77.90,4.70,4.80,10.20,2.30,22.10,82.40,17.60,56.50,0.10,0.40,0.40,8.60,0.70,0.60,24.30,8.50,21.90,28.50,41.10,7.10,98.80,1.20,2.70,34.20,42.40,20.60,224000.00,35.30,14.20,14.30,1.70,10.50,17.50,6.40,3.50,9.20,10.80,79.90,78.90,14.20,6.90,31.00,45.20,18.30,3.80,1.70,1.00,2.30,26917
E01004355,Waltham Forest 004A,7.00,66.23,24.50,20.20,25.00,14.00,32.80,8.00,74.30,5.30,7.90,10.10,2.40,25.70,81.40,18.60,57.80,0.40,1.60,1.30,10.30,0.30,0.60,20.40,7.40,24.40,38.20,23.30,12.80,99.60,0.40,4.90,30.00,7.40,57.70,197500.00,21.00,14.50,17.10,3.30,11.40,25.70,7.00,5.20,9.00,8.30,82.70,80.50,12.80,6.80,24.40,44.00,24.50,5.20,1.90,1.20,2.00,34818
E01004360,Waltham Forest 004B,5.10,61.91,22.60,21.30,39.80,9.60,21.30,7.90,79.60,3.80,8.50,4.90,3.20,20.40,84.60,15.40,65.30,0.30,2.40,1.10,6.70,0.50,0.50,15.70,7.50,48.60,41.90,3.30,4.90,99.40,0.60,3.40,77.60,10.90,8.10,306500.00,23.30,13.20,17.20,2.90,12.60,25.20,5.50,3.60,6.80,10.30,82.90,82.30,13.80,3.80,13.00,41.70,32.70,10.60,2.00,1.50,2.20,47451
E01004413,Waltham Forest 004C,9.30,61.32,32.80,15.60,21.80,17.70,37.70,7.30,72.60,4.50,8.20,11.80,2.80,27.40,83.70,16.30,61.50,0.60,1.50,0.40,8.00,0.70,0.50,19.80,7.00,22.50,27.20,40.40,5.80,99.40,0.60,2.90,22.40,47.20,27.60,267500.00,34.90,16.70,13.50,2.40,9.10,18.30,5.20,4.10,13.80,9.80,76.30,72.70,16.80,10.50,35.30,42.60,16.80,3.60,1.60,0.90,2.90,27279
E01004415,Waltham Forest 004D,9.20,64.98,26.00,22.00,26.20,16.60,27.80,7.40,70.90,4.50,10.20,10.70,3.70,29.10,82.60,17.40,56.50,0.20,1.60,1.50,12.70,0.30,0.20,20.10,6.90,27.40,40.70,23.50,7.70,98.60,1.40,4.70,39.10,36.70,19.50,250000.00,29.00,16.50,15.30,3.50,8.20,20.90,6.60,4.60,9.70,8.80,81.50,78.60,14.40,7.10,23.70,45.30,23.80,5.00,2.20,1.20,2.50,34642
E01004416,Waltham Forest 004E,5.80,65.29,47.20,22.60,31.20,14.90,22.20,9.20,74.50,5.80,6.50,10.10,3.10,25.50,84.00,16.00,59.60,0.10,1.40,0.80,10.00,0.20,0.60,20.50,6.80,30.20,42.70,16.10,9.70,97.50,2.50,2.50,48.60,29.90,19.00,275000.00,23.50,17.60,14.80,3.10,12.70,22.90,5.40,5.60,7.20,8.20,84.60,81.70,14.00,4.30,22.20,42.40,25.60,7.10,2.70,1.30,2.20,35461
E01004361,Waltham Forest 005A,4.60,68.70,20.90,21.70,36.00,10.20,23.60,8.50,79.30,4.00,5.50,8.00,3.20,20.70,84.20,15.80,62.40,0.40,0.80,0.50,9.10,0.00,0.00,19.20,7.70,40.20,48.20,2.80,7.90,99.40,0.60,4.40,65.10,25.50,5.10,286000.00,23.00,15.10,16.50,3.60,11.70,24.00,6.00,5.30,6.20,7.70,86.20,83.70,11.70,4.60,14.60,38.40,30.70,12.00,4.30,1.50,1.80,43078
E01004414,Waltham Forest 005B,6.50,63.41,29.00,22.80,28.80,14.00,24.20,10.20,75.20,4.50,8.40,10.00,1.90,24.80,76.90,23.10,59.20,0.60,2.90,1.10,9.00,0.60,0.50,19.70,6.60,39.50,39.70,6.00,13.30,99.00,1.00,3.70,27.50,54.80,14.00,250000.00,24.90,17.30,15.30,3.50,11.20,18.80,9.00,5.20,7.90,9.60,82.50,81.20,13.90,4.90,28.30,42.30,23.40,3.60,2.40,1.10,3.30,33477
E01004417,Waltham Forest 005C,7.40,64.76,27.60,17.10,27.70,12.90,33.10,9.20,67.60,6.10,10.00,12.70,3.60,32.40,74.00,26.00,60.60,1.00,1.40,1.10,12.90,0.10,0.20,15.70,7.00,29.70,36.90,16.50,15.70,96.30,3.70,3.30,26.10,39.10,31.60,255250.00,26.60,13.60,15.90,3.20,11.60,20.20,9.00,4.60,10.00,8.60,81.40,77.50,16.70,5.80,31.70,38.80,19.80,6.90,2.80,1.10,3.10,30593
E01004451,Waltham Forest 005D,6.20,67.09,19.70,22.00,32.40,13.40,23.10,9.00,70.50,5.90,8.50,12.50,2.70,29.50,80.30,19.70,62.30,0.90,2.00,1.10,10.00,0.10,0.30,17.00,6.30,34.90,44.00,12.50,8.10,100.00,0.00,1.10,32.00,48.80,17.90,285000.00,24.60,16.80,17.20,2.80,12.30,19.40,6.70,5.00,5.80,9.40,84.80,81.90,13.70,4.50,19.70,41.00,27.10,9.20,3.00,1.40,2.10,37713
E01004452,Waltham Forest 005E,7.70,64.11,23.00,16.80,23.80,15.60,34.50,9.20,70.10,5.60,9.70,11.90,2.70,29.90,76.10,23.90,57.90,0.30,1.50,0.40,12.90,0.30,0.20,17.40,9.00,31.40,33.40,15.90,18.50,99.00,1.00,3.10,14.40,42.80,39.60,191750.00,26.60,17.30,13.30,3.00,11.50,20.20,8.20,5.30,8.30,8.40,83.30,79.30,15.00,5.70,34.10,44.80,16.20,4.20,0.70,0.90,3.30,28947
E01004450,Waltham Forest 006A,4.10,62.78,29.70,23.60,32.40,13.70,21.30,8.90,72.70,5.50,7.90,10.80,3.00,27.30,80.70,19.30,62.40,0.30,1.90,1.00,9.50,0.40,0.30,17.50,6.50,43.30,47.30,1.80,6.80,99.30,0.70,2.10,25.90,68.30,3.60,250000.00,24.80,16.70,15.10,3.70,11.80,20.60,7.50,5.90,7.10,7.80,85.10,82.60,13.10,4.30,15.90,44.60,29.40,7.60,2.50,1.40,1.70,39367
E01004453,Waltham Forest 006B,7.10,68.86,34.20,19.80,24.30,15.20,32.50,8.20,57.80,6.40,14.50,18.10,3.30,42.20,72.80,27.20,56.00,1.10,2.10,0.50,16.90,0.20,0.50,16.20,6.50,27.40,44.40,5.20,21.60,99.40,0.60,8.90,18.30,31.30,41.50,174000.00,24.60,16.20,15.00,3.00,10.20,22.40,8.60,6.10,7.30,7.40,85.40,82.00,12.60,5.50,25.70,43.90,24.00,5.30,1.10,1.10,1.80,31635
E01004454,Waltham Forest 006C,7.90,63.71,18.90,20.00,26.70,15.80,27.30,10.20,62.10,3.80,14.60,15.00,4.50,37.90,74.10,25.90,53.90,0.20,1.50,0.20,19.10,0.00,0.20,17.20,7.70,36.40,37.70,10.30,13.80,99.70,0.30,8.30,21.80,41.70,28.20,218000.00,26.10,16.90,15.10,2.90,9.70,20.60,8.80,5.70,9.30,8.70,82.00,79.50,14.40,6.20,29.50,44.20,19.20,4.80,2.20,1.10,3.00,29317
E01004455,Waltham Forest 006D,8.50,66.88,47.80,21.00,20.80,17.50,25.20,15.60,50.40,5.50,20.90,19.40,3.80,49.60,64.90,35.10,49.80,0.50,4.30,0.30,22.50,0.70,0.20,15.90,5.80,23.90,36.40,19.90,18.20,99.10,0.90,4.60,20.20,55.60,19.70,205596.00,26.20,13.40,12.50,2.50,10.50,21.90,13.00,5.70,8.20,10.00,81.80,80.30,13.30,6.40,34.70,45.20,15.10,3.90,1.10,0.90,3.10,28502
E01004456,Waltham Forest 006E,13.80,66.99,24.70,17.40,17.80,28.60,25.40,10.80,45.90,4.90,11.80,34.90,2.60,54.10,70.80,29.20,57.30,0.30,1.90,0.10,15.70,0.10,0.40,16.10,8.20,7.40,18.90,67.20,4.30,99.80,0.20,8.00,16.30,58.70,17.00,250000.00,30.00,15.40,17.90,1.90,11.20,16.00,7.60,9.60,8.90,9.30,81.80,79.10,13.90,6.90,42.70,42.30,11.50,3.00,0.60,0.80,1.80,24528
E01004379,Waltham Forest 007A,5.20,68.25,21.20,27.00,29.80,13.00,22.20,8.00,75.80,4.50,8.70,8.10,2.90,24.20,82.70,17.30,59.50,1.10,2.00,0.50,5.30,0.70,0.00,23.70,7.20,34.20,52.20,2.50,10.10,99.40,0.60,1.90,11.20,78.70,8.20,275250.00,16.60,13.70,18.60,3.80,10.90,30.40,6.10,4.10,5.70,8.40,85.90,85.50,10.60,3.80,18.50,52.00,22.00,6.30,1.10,1.20,3.00,46193
E01004380,Waltham Forest 007B,5.70,64.92,50.80,22.10,28.80,13.30,27.30,8.40,76.60,5.80,9.10,6.90,1.50,23.40,83.10,16.90,56.70,0.50,1.70,0.90,9.30,0.10,0.20,23.60,6.90,25.20,34.40,26.20,10.70,97.60,2.40,8.50,34.70,20.90,35.90,250000.00,19.50,15.90,15.10,2.70,10.60,28.30,7.90,3.20,8.10,9.10,82.90,81.00,12.80,6.20,24.50,45.10,23.40,5.80,1.20,1.10,1.70,40814
E01004381,Waltham Forest 007C,5.80,68.26,23.40,26.90,27.20,10.40,25.70,9.90,72.10,6.20,12.00,8.30,1.40,27.90,81.40,18.60,51.80,1.10,0.80,1.30,10.10,0.30,0.70,25.80,8.00,26.30,48.10,8.00,16.30,97.50,2.50,1.60,18.50,54.80,25.00,250000.00,17.20,13.50,13.70,1.80,12.50,35.50,5.90,6.10,5.10,7.90,87.00,85.60,11.10,3.40,21.50,52.10,19.90,5.60,0.90,1.10,3.00,42550
E01004383,Waltham Forest 007D,6.10,63.59,23.00,26.60,31.70,11.10,21.20,9.40,74.90,5.90,8.50,7.30,3.40,25.10,84.00,16.00,58.40,0.20,2.30,0.60,7.80,0.80,0.30,22.60,6.90,34.40,44.90,11.00,8.30,98.10,1.90,3.60,36.20,49.80,10.40,295000.00,20.90,14.80,17.30,2.90,11.90,26.00,6.40,4.20,7.60,7.30,85.00,85.70,9.60,4.70,16.50,46.40,27.80,7.10,2.10,1.30,2.60,40220
E01004387,Waltham Forest 007E,3.90,67.20,26.50,32.00,33.10,8.80,17.90,8.20,84.90,3.80,4.90,4.50,1.90,15.10,88.40,11.60,59.60,0.80,0.50,0.80,4.50,0.30,0.60,25.00,7.90,39.20,50.30,2.10,7.80,98.90,1.10,8.50,32.20,46.30,13.00,332500.00,14.30,16.20,18.10,3.50,12.80,30.60,4.40,4.50,5.50,7.70,86.70,86.70,10.50,2.80,11.60,47.40,30.90,7.80,2.30,1.40,2.50,50840
E01004388,Waltham Forest 007F,7.10,66.85,27.10,16.80,27.00,9.70,39.00,7.60,79.50,3.40,7.60,7.20,2.30,20.50,82.00,18.00,51.50,0.30,0.60,1.20,9.10,0.10,0.60,26.30,10.20,27.00,30.40,16.60,23.70,97.60,2.40,5.70,32.50,5.90,55.90,218750.00,22.00,10.90,12.90,3.40,12.90,32.40,5.50,3.80,9.80,8.50,81.70,80.30,13.80,5.90,30.40,42.40,22.30,3.50,1.40,1.00,2.90,39573
E01004343,Waltham Forest 008A,6.00,68.23,27.40,24.30,29.40,12.80,21.50,12.10,63.40,6.60,13.10,14.40,2.40,36.60,76.00,24.00,56.70,0.80,1.60,0.30,10.90,0.50,0.60,19.10,9.60,30.00,48.70,5.70,14.80,98.50,1.50,2.70,12.50,75.80,9.00,250000.00,17.00,14.40,17.90,3.00,12.00,26.70,9.00,5.40,5.30,8.90,85.80,84.20,11.80,4.00,22.40,50.20,22.10,3.70,1.50,1.10,2.60,39684
E01004344,Waltham Forest 008B,9.30,65.87,38.20,22.50,17.40,16.20,29.10,14.80,40.20,7.30,21.50,26.50,4.50,59.80,61.80,38.20,51.20,0.30,5.80,0.30,19.60,1.40,0.30,14.60,6.60,15.40,34.30,27.30,20.50,98.50,1.50,4.10,9.50,45.10,41.40,236000.00,22.10,15.00,15.40,1.80,10.40,23.90,11.40,7.10,6.40,7.00,86.70,84.00,10.90,5.10,37.20,44.70,15.10,2.20,0.70,0.80,2.80,27708
E01004382,Waltham Forest 008C,11.60,60.96,11.80,21.20,13.60,23.80,31.70,9.80,52.70,5.60,12.00,24.80,4.80,47.30,69.00,31.00,49.90,0.70,0.40,0.40,20.30,0.10,0.00,20.10,8.10,10.40,21.20,57.30,9.40,96.50,3.50,1.90,3.90,31.80,62.40,250000.00,28.40,14.80,14.40,2.90,9.60,20.90,9.00,7.60,6.00,9.40,84.60,82.10,12.30,5.60,43.70,44.30,10.00,1.40,0.60,0.70,2.70,25090
E01004418,Waltham Forest 008D,8.30,65.58,18.10,20.00,25.70,18.30,28.00,7.90,63.90,6.80,12.60,13.60,3.10,36.10,74.70,25.30,56.50,0.90,2.20,1.00,12.60,0.40,0.30,19.40,6.70,31.60,37.30,13.40,15.30,97.90,2.10,3.80,13.30,54.60,28.40,250000.00,21.00,17.30,15.00,2.30,11.20,23.90,9.40,5.70,6.40,7.90,85.70,83.90,11.40,4.70,24.30,48.80,21.30,3.90,1.70,1.10,3.00,30996
E01004419,Waltham Forest 008E,8.20,68.13,26.00,18.40,25.30,11.60,33.30,11.50,57.00,4.10,17.80,16.50,4.60,43.00,71.50,28.50,51.20,0.60,2.20,0.60,22.20,0.70,0.60,15.20,6.80,31.90,40.50,4.40,20.60,96.50,3.50,2.90,13.60,47.30,36.10,250000.00,23.70,15.70,13.00,1.90,11.50,26.10,8.10,5.90,6.90,8.30,84.80,82.70,12.60,4.60,25.60,50.20,18.50,4.10,1.60,1.10,3.00,33249
E01004398,Waltham Forest 009A,12.00,66.43,43.00,18.30,18.60,22.80,24.70,15.60,47.90,6.50,24.10,17.90,3.70,52.10,63.60,36.40,46.70,1.10,2.00,0.20,28.00,0.20,0.20,15.00,6.70,12.10,22.20,50.70,12.10,99.00,1.00,6.90,25.50,45.80,21.70,185000.00,29.10,15.40,13.10,1.30,11.00,20.20,9.90,8.80,10.30,8.50,81.20,78.50,13.90,7.60,40.20,45.10,11.90,2.40,0.40,0.80,2.70,25259
E01004399,Waltham Forest 009B,12.90,66.36,79.20,18.00,13.60,29.00,24.70,14.60,40.90,5.50,22.90,27.90,2.80,59.10,65.00,35.00,49.20,0.80,3.30,0.60,23.10,1.30,0.30,14.70,6.60,6.70,22.70,57.60,10.30,99.50,0.50,6.20,24.30,40.50,28.30,209000.00,28.10,15.80,15.40,1.80,10.30,18.50,10.00,9.00,9.50,9.20,81.40,78.00,13.70,8.30,38.40,47.80,11.10,2.20,0.50,0.80,2.80,23560
